PROVINCE,DISTRICT,TEHSIL,Union Council
Sindh,Sukkur,Pano Aqil,Nauraja
Sindh,Sukkur,Pano Aqil,Nindapur
Sindh,Sukkur,Pano Aqil,Sadhuja
Sindh,Sukkur,Pano Aqil,Sangi
Sindh,Sukkur,Pano Aqil,Sultanpur
Sindh,Sukkur,Pano Aqil,Tamachani
Sindh,Sukkur,Rohri,Ali Wahan
Sindh,Sukkur,Rohri,Arore
Sindh,Sukkur,Rohri,Dhandhi
Sindh,Sukkur,Rohri,Kandhra
Sindh,Sukkur,Rohri,Loung Bhatti
Sindh,Sukkur,Rohri,Panhwar
Sindh,Sukkur,Rohri,Patni
Sindh,Sukkur,Rohri,Sangrar
Sindh,Sukkur,Rohri,Trimunh
Sindh,Sukkur,Salehpat,Arore
Sindh,Sukkur,Salehpat,Lal Juryo Khan Shambani
Sindh,Sukkur,Salehpat,Salehpat
Sindh,Sukkur,Salehpat,Tarai
Sindh,Sukkur,Sukkur,01 Bagerji
Sindh,Sukkur,Sukkur,Arain
Sindh,Sukkur,Sukkur,Loung Bhatti
Sindh,Sukkur,Sukkur,Tamachani
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Allah Yar Turk
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Bulri Shah Karim
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Ghulam Shah Bagrani
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Janhan Soomro
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Lakhat
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Mullan Katiar
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeed Matto
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeedpur
Sindh,Tando Muhammad Khan,Tando Gulam Hyder,Ghulam Shah Bagrani
Sindh,Tando Muhammad Khan,Tando Gulam Hyder,Nazar Pur
Sindh,Tando Muhammad Khan,Tando Gulam Hyder,Tando Ghulam Hyder
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,Lakhat
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,Saeedpur
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,Sh.bhirkio
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,T.m.khan 1
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,T.m.khan 2
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,T.m.khan 3
Sindh,Tando Muhammad Khan,Tando Muhammad Khan,Tando Sain Dad
Sindh,Thatta,Ghorabari,Garho
Sindh,Thatta,Ghorabari,Khan
Sindh,Thatta,Ghorabari,Kotri Allah Rakhio Shah
Sindh,Thatta,Ghorabari,Mahar
Sindh,Thatta,Ghorabari,Udassi
Sindh,Thatta,Jati,Begna
Sindh,Thatta,Jati,Gul Mohammad Baran
Sindh,Thatta,Jati,Jati
Sindh,Thatta,Jati,Kar Malik
Sindh,Thatta,Jati,Kothi
Sindh,Thatta,Jati,Mureed Khoso
Sindh,Thatta,Keti Bunder,Keti Bundar
Sindh,Thatta,Kharo Chan,Keti Bundar
Sindh,Thatta,Kharo Chan,Kharo Chan
Sindh,Thatta,Mirpur Bathoro,Bachal Gugo
Sindh,Thatta,Mirpur Bathoro,Bano
Sindh,Thatta,Mirpur Bathoro,Darro
Sindh,Thatta,Mirpur Bathoro,Darya Khan Suho
Sindh,Thatta,Mirpur Bathoro,Jhoke Sharif
Sindh,Thatta,Mirpur Bathoro,Liakpur
Sindh,Thatta,Mirpur Bathoro,Mehar Shah
Sindh,Thatta,Mirpur Bathoro,Mirpur Bathoro
Sindh,Thatta,Mirpur Sakro,Buhara
Sindh,Thatta,Mirpur Sakro,Choubandi
Sindh,Thatta,Mirpur Sakro,Dhabeji
Sindh,Thatta,Mirpur Sakro,Gharo
Sindh,Thatta,Mirpur Sakro,Ghulamullah
Sindh,Thatta,Mirpur Sakro,Gujjo
Sindh,Thatta,Mirpur Sakro,Haji Ghirano
Sindh,Thatta,Mirpur Sakro,Karampur
Sindh,Thatta,Mirpur Sakro,Mirpur Sakro
Sindh,Thatta,Mirpur Sakro,Sukhpur
Sindh,Thatta,Shah Bunder,Chuhar Jamali
Sindh,Thatta,Shah Bunder,Doulat Pur
Sindh,Thatta,Shah Bunder,Goongani
Sindh,Thatta,Shah Bunder,Jongo Jalbani
Sindh,Thatta,Shah Bunder,Ladiun
Sindh,Thatta,Sujawal,Ali Bahar
Sindh,Thatta,Sujawal,Belo
Sindh,Thatta,Sujawal,Bijora
Sindh,Thatta,Sujawal,Jar
Sindh,Thatta,Sujawal,Kinjhar
Sindh,Thatta,Thatta,Chato Chand
Sindh,Thatta,Thatta,Domani
Sindh,Thatta,Thatta,Jhimpir
Sindh,Thatta,Thatta,Jhurruck
Sindh,Thatta,Thatta,Jungshahi
Sindh,Thatta,Thatta,Kalan Kot
Sindh,Thatta,Thatta,Kalri
Sindh,Thatta,Thatta,Makli
Sindh,Thatta,Thatta,Sonda
Sindh,Thatta,Thatta,Tando Hafiz Shah
Sindh,Thatta,Thatta,Thatta I
Sindh,Jamshoro,Kotri,Unknown17
Sindh,Dadu,Mehar,Unknown18
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Bagodero
Punjab,Layyah,Layyah,164-a/t.d.a
Punjab,Layyah,Layyah,172/t.d.a
Punjab,Jhang,Jhang,18-hazari
Punjab,Multan,Multan Saddar,5/faiz
Punjab,Muzaffargarh,Kot Addu,547/t.d.a
Punjab,Muzaffargarh,Kot Addu,565/t.d.a
Punjab,Muzaffargarh,Kot Addu,632/t.d.a
Punjab,Bahawalpur,Yazman,75/d.b
Punjab,Bahawalpur,Yazman,75/d.b
Punjab,Bahawalpur,Yazman,75/d.b
Punjab,Multan,Multan Saddar,Aalum Pur
Punjab,Rahim Yar Khan,Rahim Yar Khan,Abad Pur
Punjab,Mianwali,Mianwali,Abba Khel
Punjab,Multan,Multan Saddar,Abbaspur
Punjab,Rahim Yar Khan,Sadiqabad,Adam Sohaba
Punjab,Khushab,Noorpur,Adhikot
Punjab,Rahim Yar Khan,Liaquat Pur,Ahmad Ali Lar
Punjab,Muzaffargarh,Muzaffargarh,Ahmad Muhana
Punjab,Rahim Yar Khan,Sadiqabad,Ahmad Pur Lamma
Punjab,Rahim Yar Khan,Rahim Yar Khan,Akram Abad
Punjab,Rahim Yar Khan,Rahim Yar Khan,Akram Abad
Punjab,Multan,Jalalpur Pirwala,Ali Pur Sadaat
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Ali Wala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Ali Wala
Punjab,Muzaffargarh,Alipur,Ali Wali
Punjab,Rahim Yar Khan,Liaquat Pur,Allah Abad
Punjab,Jhang,Shorkot,Allahyar Jotta
Punjab,Mianwali,Piplan,Allu Wali
Punjab,Mianwali,Piplan,Allu Wali
Punjab,Multan,Multan City,Almdi Sura
Punjab,Muzaffargarh,Kot Addu,Alu Rid
Punjab,Muzaffargarh,Muzaffargarh,Alude Wala
Punjab,Rahim Yar Khan,Rahim Yar Khan,Aman Garh
Punjab,Rahim Yar Khan,Rahim Yar Khan,Amin Garh
Punjab,Rahim Yar Khan,Liaquat Pur,Aminabad
Punjab,Khushab,Khushab,Anga
Punjab,Bhakkar,Darya Khan,Angra Daggar
Punjab,Jhang,Jhang,Ashaba
Punjab,Layyah,Chaubara,Aulakh Thal Kalan
Punjab,Multan,Multan Saddar,Ayazabad Maral
Punjab,Rahim Yar Khan,Khanpur,Azim Shah
Punjab,Jhang,Ahmedpur Sial,Ahmed Pur Sial Tc
Punjab,Rahim Yar Khan,Rahim Yar Khan,Badli Sharif
Punjab,Rahim Yar Khan,Rahim Yar Khan,Badli Sharif
Punjab,Rahim Yar Khan,Khanpur,Bagho Bahar
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Bahadar Garh
Punjab,Multan,Jalalpur Pirwala,Bahadar Pur
Punjab,Rahim Yar Khan,Rahim Yar Khan,Bahaudi Pur Qureshian
Punjab,Rahim Yar Khan,Rahim Yar Khan,Bahishti
Punjab,Muzaffargarh,Jatoi,Bair Bund
Punjab,Muzaffargarh,Alipur,Bait Mullan Wali
Punjab,Muzaffargarh,Kot Addu,Bait Qaim Wala
Punjab,Muzaffargarh,Kot Addu,Bait Qaim Wala
Punjab,Layyah,Layyah,Bait Wasawa Shumali
Punjab,Layyah,Layyah,Bait Wasawa Shumali
Punjab,Layyah,Layyah,Bait Wasawa Shumali
Punjab,Muzaffargarh,Jatoi,Bakaeni
Punjab,Multan,Multan City,Bakher Arbi
Punjab,Mianwali,Mianwali,Ban Hafiz Jee
Punjab,Muzaffargarh,Jatoi,Bandah Ishaq
Punjab,Khushab,Quaidabad,Bandyal
Punjab,Multan,Multan Saddar,Bangal Wala
Punjab,Jhang,Ahmedpur Sial,Bangla Yasmeen
Punjab,Bhakkar,Darya Khan,Barranga
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Barthi
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Barthi
Punjab,Layyah,Karor Lal Esan,Basira
Punjab,Muzaffargarh,Muzaffargarh,Basira
Punjab,Rajanpur,Jampur,Basti  Rindan
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Basti Fauja
Punjab,Muzaffargarh,Muzaffargarh,Basti Kharak
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Basti Malana
Punjab,Multan,Multan Saddar,Basti Malook
Punjab,Multan,Shujabad,Basti Mithu
Punjab,Rajanpur,Jampur,Basti Rindan
Punjab,Rajanpur,Jampur,Basti Rindan
Punjab,Layyah,Layyah,Basti Shadoo Khan
Punjab,Muzaffargarh,Alipur,Baz Wala
Punjab,Muzaffargarh,Jatoi,Beelay Wala
Punjab,Multan,Jalalpur Pirwala,Beet Kech
Punjab,Bhakkar,Bhakkar,Behal
Punjab,Muzaffargarh,Jatoi,Bet Mir Hazar Khan
Punjab,Multan,Multan City,Bhaini
Punjab,Jhang,Shorkot,Bhangoo
Punjab,Jhang,Shorkot,Bhangoo
Punjab,Muzaffargarh,Kot Addu,Bharihoog
Punjab,Bahawalpur,Khairpur Tamewali,Bheli
Punjab,Rahim Yar Khan,Sadiqabad,Bhong
Punjab,Rahim Yar Khan,Sadiqabad,Bhota Wahan
Punjab,Khushab,Quaidabad,Bijjar
Punjab,Multan,Multan Saddar,Billi Wala
Punjab,Multan,Multan Saddar,Billi Wala
Punjab,Multan,Multan Saddar,Binda Sandhila
Punjab,Jhang,Shorkot,Binda Surbana
Punjab,Multan,Multan Saddar,Boch Khusro Abad
Punjab,Jhang,Shorkot,Bodh Rajbana
Punjab,Layyah,Layyah,Bokhari Ahmed Khan
Punjab,Multan,Multan Saddar,Boote Wala
Punjab,Multan,Multan Saddar,Bosan
Punjab,Khushab,Khushab,Botala
Punjab,Muzaffargarh,Muzaffargarh,Braham Wali
Punjab,Muzaffargarh,Kot Addu,Budh
Punjab,Muzaffargarh,Kot Addu,Budh
Punjab,Multan,Multan Saddar,Budhla Sant
Punjab,Rahim Yar Khan,Rahim Yar Khan,Bulaqi Wali
Punjab,Rajanpur,Jampur,Burrey Wala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Chabri
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Chabri
Punjab,Rahim Yar Khan,Khanpur,Chachran Sharif
Punjab,Mianwali,Piplan,Chak 007/m.l.(hafizwala)
Punjab,Muzaffargarh,Muzaffargarh,Chak Farazi
Punjab,Bahawalpur,Yazman,Chak No 001/d N B
Punjab,Bahawalpur,Yazman,Chak No 001/d N B
Punjab,Bahawalpur,Yazman,Chak No 001/d N B
Punjab,Bahawalpur,Bahawalpur,Chak No 004/bc
Punjab,Bahawalpur,Yazman,Chak No 004/b C
Punjab,Rahim Yar Khan,Liaquat Pur,Chak No 010/abs
Punjab,Bahawalpur,Bahawalpur,Chak No 012/bc
Punjab,Bahawalpur,Yazman,Chak No 012/bc
Punjab,Bahawalpur,Yazman,"Chak No 012/bc

"
Punjab,Khushab,Quaidabad,Chak No 014/mb
Punjab,Jhang,Shorkot,Chak No 017 Ghugh
Punjab,Bahawalpur,Yazman,Chak No 017/d N B
Punjab,Bahawalpur,Yazman,Chak No 017/d N B
Punjab,Bahawalpur,Yazman,Chak No 017/d N B
Punjab,Bahawalpur,Yazman,Chak No 017/d N B
Punjab,Bahawalpur,Yazman,Chak No 022/d N B
Punjab,Bahawalpur,Bahawalpur,Chak No 024/bc
Punjab,Bahawalpur,Yazman,Chak No 024/bc
Punjab,Bahawalpur,Yazman,Chak No 024/bc
Punjab,Bahawalpur,Yazman,Chak No 036/d N B
Punjab,Bahawalpur,Bahawalpur,Chak No 037/bc
Punjab,Bahawalpur,Yazman,Chak No 037/b C
Punjab,Bahawalpur,Yazman,Chak No 037/b C
Punjab,Rahim Yar Khan,Liaquat Pur,Chak No 042/abs
Punjab,Rahim Yar Khan,Liaquat Pur,Chak No 042/abs
Punjab,Bahawalpur,Yazman,Chak No 044/d B
Punjab,Bahawalpur,Yazman,Chak No 044/d B
Punjab,Rahim Yar Khan,Khanpur,Chak No 045/p
Punjab,Rahim Yar Khan,Khanpur,Chak No 045/p
Punjab,Rahim Yar Khan,Khanpur,Chak No 045/p
Punjab,Rahim Yar Khan,Liaquat Pur,Chak No 046/abs
Punjab,Bahawalpur,Yazman,Chak No 047/d N B
Punjab,Bahawalpur,Yazman,Chak No 047/d N B
Punjab,Bahawalpur,Yazman,Chak No 057/d B
Punjab,Bahawalpur,Yazman,Chak No 057/d B
Punjab,Bahawalpur,Yazman,Chak No 057/d B
Punjab,Bahawalpur,Hasilpur,Chak No 058/ford
Punjab,Bahawalpur,Yazman,Chak No 058/ford
Punjab,Khushab,Khushab,Chak No 059/mb
Punjab,Bhakkar,Bhakkar,Chak No 061/ml
Punjab,Bhakkar,Kalur Kot,Chak No 063/d.b
Punjab,Bahawalpur,Yazman,Chak No 067/d B
Punjab,Bahawalpur,Yazman,Chak No 067/d B
Punjab,Bahawalpur,Yazman,Chak No 067/d B
Punjab,Bhakkar,Mankera,Chak No 067/m.l
Punjab,Rahim Yar Khan,Liaquat Pur,Chak No 068/abs
Punjab,Bahawalpur,Yazman,Chak No 068/d B
Punjab,Bahawalpur,Yazman,Chak No 068/d B
Punjab,Bahawalpur,Hasilpur,Chak No 079/fateh
Punjab,Bahawalpur,Yazman,Chak No 079/fateh
Punjab,Bahawalpur,Yazman,Chak No 088/d B
Punjab,Bahawalpur,Yazman,Chak No 088/d B
Punjab,Bahawalpur,Yazman,Chak No 089/fateh
Punjab,Bahawalpur,Yazman,Chak No 089/fateh
Punjab,Bahawalpur,Yazman,Chak No 098/d N B
Punjab,Layyah,Karor Lal Esan,Chak No 098/m.l
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 105/p
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 105/p
Punjab,Bahawalpur,Yazman,Chak No 106/d B
Punjab,Bahawalpur,Yazman,Chak No 106/d B
Punjab,Bahawalpur,Yazman,Chak No 117/d B
Punjab,Bahawalpur,Yazman,Chak No 117/d B
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 139/p
Punjab,Rahim Yar Khan,Sadiqabad,Chak No 160/p
Punjab,Bahawalpur,Hasilpur,Chak No 163 Murad
Punjab,Bahawalpur,Yazman,Chak No 163/murad
Punjab,Bahawalpur,Yazman,Chak No 167/d B
Punjab,Bahawalpur,Yazman,Chak No 167/d B
Punjab,Rahim Yar Khan,Sadiqabad,Chak No 173/p
Punjab,Multan,Multan Saddar,Chak No 18/mr
Punjab,Bahawalpur,Hasilpur,Chak No 188/murad Chonawala
Punjab,Bahawalpur,Hasilpur,Chak No 192/murad
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 228/p
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 228/p
Punjab,Rahim Yar Khan,Sadiqabad,Chak No 264/p
Punjab,Rahim Yar Khan,Khanpur,Chak No 51/p
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 51/p
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 51/p
Punjab,Bahawalpur,Hasilpur,Chak No 59 Fateh
Punjab,Khushab,Khushab,Chak No 59/mb
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 84/p
Punjab,Rahim Yar Khan,Rahim Yar Khan,Chak No 84/p
Punjab,Bahawalpur,Hasilpur,Chak No 89 Fateh
Punjab,Layyah,Karor Lal Esan,Chak No 90/ml (tibbi)
Punjab,Khushab,Khushab,Chak No.050/mb
Punjab,Jhang,Jhang,Chak No.159/jb
Punjab,Jhang,Jhang,Chak No.220/jb
Punjab,Jhang,Jhang,Chak No.250/jb
Punjab,Jhang,Jhang,Chak No.268/jb
Punjab,Jhang,Jhang,Chak No.268/jb
Punjab,Jhang,Jhang,Chak No.446/jb
Punjab,Jhang,Jhang,Chak No.463/jb(hassan Shah)uc
Punjab,Jhang,Jhang,Chak No.463/jb(hassan Shah)uc
Punjab,Jhang,Shorkot,Chak No.485/jb
Punjab,Jhang,Shorkot,Chak No.493/jb
Punjab,Jhang,Shorkot,Chak No.497/jb
Punjab,Multan,Shujabad,Chak R.s
Punjab,Jhang,Jhang,Chak Rasulpur
Punjab,Mianwali,Mianwali,Chakrala
Punjab,Mianwali,Mianwali,Chakrala
Punjab,Bahawalpur,Yazman,Chanan Pir
Punjab,Bahawalpur,Yazman,Chanan Pir
Punjab,Bahawalpur,Yazman,Chanan Pir
Punjab,Rahim Yar Khan,Khanpur,Chandia
Punjab,Rahim Yar Khan,Liaquat Pur,Chanjni
Punjab,Mianwali,Isakhel,Chapri
Punjab,Jhang,Shorkot,Chayanwala
Punjab,Jhang,Jhang,Chhatta
Punjab,Mianwali,Mianwali,Chhidru
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Chorota
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Choti Bala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Choti Bala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Choti Zareen
Punjab,Layyah,Chaubara,Choubara
Punjab,Layyah,Layyah,Chowk Azam
Punjab,Jhang,Jhang,Civil Station
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,D.j.k Gharbi
Punjab,Mianwali,Piplan,Dab Balochan
Punjab,Jhang,Shorkot,Dab Kalan
Punjab,Bhakkar,Bhakkar,Daggar Aulakh
Punjab,Bhakkar,Darya Khan,Daggar Qureshi
Punjab,Bhakkar,Bhakkar,Daggar Rehtas
Punjab,Muzaffargarh,Kot Addu,Daira Din Panah
Punjab,Muzaffargarh,Kot Addu,Daira Din Panah
Punjab,Rajanpur,Jampur,Dajal
Punjab,Muzaffargarh,Jatoi,Damarwala Shumali
Punjab,Multan,Jalalpur Pirwala,Darab Pur
Punjab,Muzaffargarh,Muzaffargarh,Darain
Punjab,Rahim Yar Khan,Rahim Yar Khan,Dari Azim Khan
Punjab,Bhakkar,Darya Khan,Darya Khan No.i
Punjab,Bhakkar,Darya Khan,Darya Khan No.ii
Punjab,Rahim Yar Khan,Liaquat Pur,Dashti
Punjab,Mianwali,Mianwali,Daudkhel Rural
Punjab,Multan,Multan City,Dera Budhu Malik
Punjab,Bahawalpur,Yazman,Derawer
Punjab,Bahawalpur,Yazman,Derawer
Punjab,Bahawalpur,Yazman,Derawer
Punjab,Bahawalpur,Yazman,Derawer
Punjab,Rahim Yar Khan,Liaquat Pur,Dessert
Punjab,Khushab,Khushab,Dhaiwal
Punjab,Bhakkar,Bhakkar,Dhandala
Punjab,Rahim Yar Khan,Sadiqabad,Dhandi
Punjab,Mianwali,Mianwali,Dher Umaid Ali Shah
Punjab,Jhang,Jhang,Dhoriwala
Punjab,Rahim Yar Khan,Khanpur,Dinpur Sharif
Punjab,Mianwali,Piplan,Doaba
Punjab,Mianwali,Piplan,Doaba
Punjab,Mianwali,Piplan,Doaba
Punjab,Muzaffargarh,Kot Addu,Dogar Kalasra
Punjab,Multan,Multan Saddar,Domehrah
Punjab,Multan,Multan City,Dorana Langana
Punjab,Jhang,Jhang,Dosa
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Drahma
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Drahma
Punjab,Rahim Yar Khan,Sadiqabad,Drigra
Punjab,Rahim Yar Khan,Liaquat Pur,Dufli Kabir Khan
Punjab,Muzaffargarh,Kot Addu,Ehsanpur
Punjab,Muzaffargarh,Kot Addu,Ehsanpur
Punjab,Dera Ghazi Khan,Taunsa,Fateh Khan
Punjab,Muzaffargarh,Alipur,Fateh Pur Janubi
Punjab,Rajanpur,Rajanpur,Fateh Pur
Punjab,Layyah,Karor Lal Esan,Fatehpur City
Punjab,Layyah,Karor Lal Esan,Fatehpur
Punjab,Layyah,Karor Lal Esan,Fatehpur
Punjab,Bhakkar,Kalur Kot,Fazil
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Fazila Kach
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Fazila Kach
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Gadai
Punjab,Bhakkar,Bhakkar,Gadola
Punjab,Multan,Shujabad,Gajuhata
Punjab,Rahim Yar Khan,Rahim Yar Khan,Galour Massu Khan
Punjab,Muzaffargarh,Muzaffargarh,Ganga
Punjab,Multan,Shujabad,Gardezpur
Punjab,Muzaffargarh,Muzaffargarh,Garewahan
Punjab,Muzaffargarh,Muzaffargarh,Garewahan
Punjab,Rahim Yar Khan,Khanpur,Garhi Ikhtiar Khan
Punjab,Layyah,Karor Lal Esan,Garray Wala
Punjab,Muzaffargarh,Alipur,Ghalwan
Punjab,Rahim Yar Khan,Khanpur,Ghana Lar
Punjab,Multan,Multan Saddar,Ghariala
Punjab,Muzaffargarh,Muzaffargarh,Ghazanfar Garh
Punjab,Muzaffargarh,Muzaffargarh,Ghazanfar Garh
Punjab,Muzaffargarh,Kot Addu,Ghazi Ghat
Punjab,Multan,Jalalpur Pirwala,Ghazi Pur
Punjab,Multan,Jalalpur Pirwala,Ghazi Pur
Punjab,Rahim Yar Khan,Khanpur,Ghazi Pur
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Ghousabad
Punjab,Rahim Yar Khan,Liaquat Pur,Ghuka
Punjab,Bhakkar,Kalur Kot,Ghulaman
Punjab,Khushab,Khushab,Girot
Punjab,Khushab,Khushab,Girot
Punjab,Bhakkar,Mankera,Gohar Wala
Punjab,Khushab,Quaidabad,Goliwali
Punjab,Rahim Yar Khan,Sadiqabad,Goth Jangoo
Punjab,Bahawalpur,Bahawalpur,Goth Mehrab
Punjab,Jhang,Ahmedpur Sial,Gudara
Punjab,Bahawalpur,Bahawalpur,Guddan
Punjab,Bahawalpur,Khairpur Tamewali,Guddan
Punjab,Mianwali,Piplan,Gujrat
Punjab,Muzaffargarh,Kot Addu,Gujrat
Punjab,Mianwali,Mianwali,Gul Miri
Punjab,Rahim Yar Khan,Liaquat Pur,Gul Mohammad Langah U
Punjab,Muzaffargarh,Muzaffargarh,Gul Wala
Punjab,Jhang,Ahmedpur Sial,Garh Mahraja Tc
Punjab,Dera Ghazi Khan,Taunsa,Hairosharqi
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Haji Ghazi Gharbi
Punjab,Rahim Yar Khan,Khanpur,Haji Pur
Punjab,Rahim Yar Khan,Rahim Yar Khan,Haji Pur
Punjab,Multan,Multan Saddar,Hamid Pur Kanora
Punjab,Rajanpur,Jampur,Harand
Punjab,Mianwali,Piplan,Harnoli Rural
Punjab,Mianwali,Piplan,Harnoli Rural
Punjab,Mianwali,Piplan,Harnoli
Punjab,Bahawalpur,Hasilpur,Hasil Pur Old
Punjab,Jhang,Jhang,Hasnanah
Punjab,Khushab,Khushab,Hassan Pur Tiwana
Punjab,Jhang,Ahmedpur Sial,Hassu Belal
Punjab,Jhang,Shorkot,Haveli Bahadar Shah
Punjab,Jhang,Jhang,Haveli Lal
Punjab,Jhang,Jhang,Haveli Sheikh Raju
Punjab,Rahim Yar Khan,Liaquat Pur,Hayat Lar
Punjab,Rahim Yar Khan,Liaquat Pur,Hayat Lar
Punjab,Jhang,Ahmedpur Sial,Hazrat Sultan Bahu
Punjab,Bhakkar,Kalur Kot,Heto
Punjab,Muzaffargarh,Kot Addu,Hinjraee
Punjab,Jhang,Jhang,Husan Khan
Punjab,Bhakkar,Mankera,Hyderabad
Punjab,Multan,Jalalpur Pirwala,Inayat Pur
Punjab,Bahawalpur,Khairpur Tamewali,Inayati
Punjab,Mianwali,Isakhel,Isakhel
Punjab,Bahawalpur,Khairpur Tamewali,Israni
Punjab,Bahawalpur,Yazman,Israni
Punjab,Khushab,Quaidabad,Jabbi
Punjab,Muzaffargarh,Muzaffargarh,Jagat Pur
Punjab,Multan,Jalalpur Pirwala,Jahan Pur
Punjab,Multan,Multan City,Jahangir Abad
Punjab,Rajanpur,Rajanpur,Jahanpur
Punjab,Rajanpur,Rajanpur,Jahanpur
Punjab,Jhang,Ahmedpur Sial,Jaiwain
Punjab,Rahim Yar Khan,Khanpur,Jajja Abbassian
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Jakar Imam Shah
Punjab,Bahawalpur,Bahawalpur,Jalal Abad
Punjab,Multan,Shujabad,Jalalpur Khakhi
Punjab,Multan,Jalalpur Pirwala,Jalalpur Pirwala Town 01
Punjab,Multan,Jalalpur Pirwala,Jalalpur Pirwala Town 02
Punjab,Dera Ghazi Khan,Taunsa,Jallowali
Punjab,Bahawalpur,Bahawalpur,Jamal Channar
Punjab,Layyah,Chaubara,Jamal Chappri
Punjab,Rahim Yar Khan,Sadiqabad,Jamal Din Wali
Punjab,Bahawalpur,Hasilpur,Jamal Pur
Punjab,Khushab,Noorpur,Jamali
Punjab,Layyah,Layyah,Jaman Shah
Punjab,Bahawalpur,Bahawalpur,Jamrani  Kohna
Punjab,Bahawalpur,Bahawalpur,Jamrani  Kohna
Punjab,Bahawalpur,Bahawalpur,Jamrani  Kohna
Punjab,Rahim Yar Khan,Liaquat Pur,Jan Pur
Punjab,Bhakkar,Kalur Kot,Jandanwala
Punjab,Bhakkar,Kalur Kot,Jandanwala Urban
Punjab,Muzaffargarh,Jatoi,Jatoi Shumali
Punjab,Khushab,Noorpur,Jaura Kalan
Punjab,Rahim Yar Khan,Khanpur,Jetha Bhutta
Punjab,Rahim Yar Khan,Khanpur,Jetha Bhutta
Punjab,Rahim Yar Khan,Khanpur,Jetha Bhutta
Punjab,Rahim Yar Khan,Khanpur,Jetha Bhutta
Punjab,Bahawalpur,Khairpur Tamewali,Jhadani (zafarabad Sh.whan)uc
Punjab,Bahawalpur,Khairpur Tamewali,Jhadani (zafarabad Sh.whan)uc
Punjab,Layyah,Layyah,Jhakhar
Punjab,Muzaffargarh,Jatoi,Jhalarian
Punjab,Bhakkar,Darya Khan,Jhamat Shumali
Punjab,Bahawalpur,Bahawalpur,Jhangi Wali
Punjab,Bahawalpur,Bahawalpur,Jhangi Wali
Punjab,Khushab,Noorpur,Jharkal
Punjab,Rahim Yar Khan,Liaquat Pur,Jhok Gulab Shah
Punjab,Multan,Multan Saddar,Jhok Lashkar Pur
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Jhok Utra
Punjab,Rahim Yar Khan,Khanpur,Jhoran
Punjab,Muzaffargarh,Jatoi,Jhuggi Wala
Punjab,Bahawalpur,Bahawalpur,Jindo Mission
Punjab,Multan,Multan Saddar,Kabir Pur
Punjab,Rajanpur,Rojhan,Kacha Mianwali
Punjab,Bhakkar,Bhakkar,Kachi Shahani
Punjab,Jhang,Shorkot,Kaki Nau
Punjab,Mianwali,Isakhel,Kala Bagh
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kala
